OSHPD_ID,FAC_NAME,FAC_OPER_CURRYR,LIC_STATUS,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,EMSA_TRAUMA_PEDS_CTR_DESIG,ED_LIC_LEVL_BEGIN,ED_LIC_LEVL_END,ED_ANESTH_AVAIL24HRS,ED_ANESTH_AVAIL_ON_CALL,ED_LAB_SVCS_AVAIL24HRS,ED_LAB_SVCS_AVAIL_ON_CALL,ED_OP_RM_AVAIL24HRS,ED_OP_RM_AVAIL_ON_CALL,ED_PHARM_AVAIL24HRS,ED_PHARM_AVAIL_ON_CALL,ED_PHYSN_AVAIL24HRS,ED_PHYSN_AVAIL_ON_CALL,ED_PSYCH_ER_AVAIL24HRS,ED_PSYCH_ER_AVAIL_ON_CALL,ED_RADIOL_SVCS_AVAIL24HRS,ED_RADIOL_SVCS_AVAIL_ON_CALL,EMS_VISITS_NON_URGENT_NOT_adm,EMS_VISITS_NON_URGENT_adm,EMS_VISITS_URGENT_NOT_adm,EMS_VISITS_URGENT_adm,EMS_VISITS_MODERATE_NOT_adm,EMS_VISITS_MODERATE_adm,EMS_VISITS_SEVERE_NOT_adm,EMS_VISITS_SEVERE_adm,EMS_VISITS_CRITICAL_NOT_adm,EMS_VISITS_CRITICAL_adm,EMS_NO_ADM_VIS_TOTL,EMS_ADM_VIS_TOTL,ED_TRAFFIC_TOTL,EMS_STATION,EMS_NON_EMERG_VIS,EMS_REGISTERS_NO_TREAT,EMS_AMB_DIVERS,EMS_AMB_DIVERS_JAN_HOURS,EMS_AMB_DIVERS_FEB_HOURS,EMS_AMB_DIVERS_MAR_HOURS,EMS_AMB_DIVERS_APR_HOURS,EMS_AMB_DIVERS_MAY_HOURS,EMS_AMB_DIVERS_JUN_HOURS,EMS_AMB_DIVERS_JUL_HOURS,EMS_AMB_DIVERS_AUG_HOURS,EMS_AMB_DIVERS_SEP_HOURS,EMS_AMB_DIVERS_OCT_HOURS,EMS_AMB_DIVERS_NOV_HOURS,EMS_AMB_DIVERS_DEC_HOURS,EMS_AMB_DIVERS_TOTL_HOURS,year,Responder_status,EMS_Minor_TOTL_VIS,EMS_lowmoderate_TOTL_VIS,EMS_Moderate_TOTL_VIS,EMS_SEV_WO_Threat_totl_vis,EMS_SEV_W_THREAT_TOTL_VIS,lvl_not_specified,emsa_county,EMSA_TRAUMA_CTR_DESIG,emsa1,emsa2,emsa3,emsa4,emsa0,EMSA_TRAUMA_PEDS_CTR_count,dhs_ed_lic_levl,all_ed,ed_none,basic,comprehensive,standby
106430705,REGIONAL MEDICAL OF SAN JOSE,Yes,Open,Level II,NO,27,15,19,183b,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,4585,7,10516,15,44619,239,18235,293,5535,13170,83490,13724,97214,42,0,348,Yes,14,12,7,8,2,2,0,0,0,0,0,8,53,2016,Responder,4592,10531,44858,18528,18705,0,Santa Clara,Level II,,1,,,,,Basic,Yes,,1,,
106430705,REGIONAL MEDICAL OF SAN JOSE,Yes,Open,Level II,NO,27,15,19,183b,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,4078,7,9755,17,39432,124,18782,195,5308,12101,77355,12444,89799,42,0,128,Yes,6,3,1,3,5,0,0,0,0,1,0,0,19,2015,Responder,4085,9772,39556,18977,17409,0,Santa Clara,Level II,,1,,,,,Basic,Yes,,1,,
106430705,REGIONAL MEDICAL OF SAN JOSE,Yes,Open,Level II,NO,27,15,19,183b,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,3778,8,7680,21,30796,89,16198,154,5068,9757,63520,10029,73549,27,0,225,Yes,20,11,1,0,7,7,4,3,0,0,2,0,55,2014,Responder,3786,7701,30885,16352,14825,0,Santa Clara,Level II,,1,,,,,Basic,Yes,,1,,
106430705,REGIONAL MEDICAL OF SAN JOSE,Yes,Open,Level II,NO,27,15,19,183b,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,2920,2,6542,17,24573,93,14095,121,4999,9318,53129,9551,62680,33,0,528,Yes,69,24,11,6,5,8,5,5,0,5,4,10,152,2013,Responder,2922,6559,24666,14216,14317,0,Santa Clara,Level II,,1,,,,,Basic,Yes,,1,,
106430743,EL CAMINO HOSPITAL LOS GATOS,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,,YES,663,2,3127,7,4096,44,3511,695,483,793,11880,1541,13421,12,0,197,Yes,20,3,6,3,0,4,0,2,0,0,0,6,44,2017,Responder,665,3134,4140,4206,1276,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430743,EL CAMINO HOSPITAL LOS GATOS,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,District,General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,,YES,658,0,3176,4,4100,33,2905,513,414,632,11253,1182,12435,12,0,146,Yes,2,0,0,1,3,0,0,0,0,0,0,3,9,2016,Responder,658,3180,4133,3418,1046,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430743,EL CAMINO HOSPITAL LOS GATOS,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,District,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,268,51,2764,4,4787,22,2778,152,771,1026,11368,1255,12623,12,0,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,319,2768,4809,2930,1797,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430743,EL CAMINO HOSPITAL LOS GATOS,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,District,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,129,0,3480,4,4068,14,2307,126,656,901,10640,1045,11685,10,0,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,129,3484,4082,2433,1557,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430743,EL CAMINO HOSPITAL LOS GATOS,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,District,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,140,0,3093,2,4292,10,2497,103,917,961,10939,1076,12015,10,0,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,140,3095,4302,2600,1878,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430763,EL CAMINO HOSPITAL,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,YES,,YES,,6269,16,8354,31,11204,444,11851,4573,1741,3727,39419,8791,48210,28,0,920,Yes,59,23,52,18,17,15,15,9,7,8,3,27,253,2017,Responder,6285,8385,11648,16424,5468,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430763,EL CAMINO HOSPITAL,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,District,General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,YES,,YES,,4608,13,9542,48,12959,456,10469,4183,1644,3154,39222,7854,47076,28,0,795,Yes,15,7,22,9,6,9,12,3,4,8,12,26,133,2016,Responder,4621,9590,13415,14652,4798,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430763,EL CAMINO HOSPITAL,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,District,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,1524,43,9023,12,14417,51,11474,838,4865,6779,41303,7723,49026,28,0,539,Yes,15,8,14,8,5,15,2,9,9,12,17,11,125,2015,Responder,1567,9035,14468,12312,11644,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430763,EL CAMINO HOSPITAL,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,District,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,325,2,10291,13,13090,41,10274,565,4727,5878,38707,6499,45206,28,0,387,Yes,52,26,21,13,12,10,13,15,8,5,9,12,196,2014,Responder,327,10304,13131,10839,10605,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430763,EL CAMINO HOSPITAL,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,District,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,,,YES,,285,3,10159,12,13267,67,9322,481,3927,6257,36960,6820,43780,28,0,462,Yes,32,42,15,13,20,16,20,30,18,9,19,20,254,2013,Responder,288,10171,13334,9803,10184,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,430,1,9971,32,29271,6063,4788,4211,78,180,44538,10487,55025,24,431,9,Yes,109,32,18,8,3,10,17,5,6,2,1,32,243,2017,Responder,431,10003,35334,8999,258,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,,YES,YES,,YES,,YES,,YES,,YES,,YES,,485,2,11624,74,33993,5607,9029,4087,209,162,55340,9932,65272,25,12185,196,Yes,17,8,9,0,16,3,16,2,6,13,16,65,171,2016,Responder,487,11698,39600,13116,371,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,,,YES,,YES,,YES,,YES,,YES,,YES,,733,14,13928,233,31530,5559,8307,3686,218,165,54716,9657,64373,25,14661,199,Yes,4,0,0,10,2,0,2,1,0,1,1,6,27,2015,Responder,747,14161,37089,11993,383,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,,,YES,,,,YES,,YES,,,,YES,,421,5,12677,250,28715,5132,6955,2978,216,147,48984,8512,57496,25,10296,209,Yes,3,0,1,1,0,0,3,0,3,3,0,1,15,2014,Responder,426,12927,33847,9933,363,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,443,6,12594,174,23154,5056,3343,2299,79,182,39613,7717,47330,29,0,90,Yes,9,6,3,1,2,0,0,0,1,0,1,6,29,2013,Responder,449,12768,28210,5642,261,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430837,OCONNOR HOSPITAL,Yes,Open,,NO,28,10,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,,,YES,278,0,6247,0,19321,0,16302,0,3714,0,45862,5968,51830,23,0,1199,Yes,25,5,1,2,0,0,3,2,0,0,3,0,41,2017,Responder,278,6247,19321,16302,3714,5968,,N/A,,,,,1,,Basic,Yes,,1,,
106430837,OCONNOR HOSPITAL,Yes,Open,,NO,28,10,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,,,YES,386,0,11341,0,19214,268,10045,2649,3010,4620,43996,7537,51533,23,0,255,Yes,4,3,0,3,2,2,2,2,2,1,3,19,43,2016,Responder,386,11341,19482,12694,7630,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430837,OCONNOR HOSPITAL,Yes,Open,,NO,28,10,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,YES,,YES,,YES,,,YES,YES,,402,0,5911,0,18453,698,9226,3498,7067,3495,41059,7691,48750,23,0,598,Yes,6,11,0,11,0,2,3,6,6,8,5,3,61,2015,Responder,402,5911,19151,12724,10562,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430837,OCONNOR HOSPITAL,Yes,Open,,NO,28,10,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,27,1,8311,6,16350,151,15441,3245,2996,2422,43125,5825,48950,23,0,1314,Yes,6,0,3,2,2,3,7,3,2,2,2,2,34,2014,Responder,28,8317,16501,18686,5418,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430837,OCONNOR HOSPITAL - SAN JOSE,Yes,Open,,NO,28,10,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,,YES,YES,,,YES,YES,,YES,,,YES,YES,,4223,5,7863,35,15126,1383,11250,4085,1264,2995,39726,8503,48229,23,0,1272,Yes,32,28,18,22,18,15,14,8,11,8,2,4,180,2013,Responder,4228,7898,16509,15335,4259,0,,N/A,,,,,1,,Basic,Yes,,1,,
106430883,SANTA CLARA VALLEY MEDICAL CENTER,Yes,Open,Level I & Level II - Ped,YES,28,15,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,City and/or County,General Medical / Surgical,Level II,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,86,1,1280,8,13811,89,16403,1671,11334,8614,42914,10383,53297,24,35559,4642,Yes,50,18,18,15,24,27,25,25,28,46,21,34,331,2017,Responder,87,1288,13900,18074,19948,0,Santa Clara,Level I,1,,,,,1,Comprehensive,Yes,,,1,
106430883,SANTA CLARA VALLEY MEDICAL CENTER,Yes,Open,Level I & Level II - Ped,YES,28,15,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,City and/or County,General Medical / Surgical,Level II,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,292,8,1785,2,19349,153,18446,3592,9707,9132,49579,12887,62466,24,36661,2881,Yes,24,31,17,15,10,13,20,11,17,12,24,17,211,2016,Responder,300,1787,19502,22038,18839,0,Santa Clara,Level I,1,,,,,1,Comprehensive,Yes,,,1,
106430883,SANTA CLARA VALLEY MEDICAL CENTER,Yes,Open,Level I & Level II - Ped,YES,28,15,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,City and/or County,General Medical / Surgical,Level II,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,250,3,2076,9,20095,164,18120,3454,9369,9173,49910,12803,62713,24,41494,2549,Yes,50,17,22,17,10,17,10,11,22,15,14,20,225,2015,Responder,253,2085,20259,21574,18542,0,Santa Clara,Level I,1,,,,,1,Comprehensive,Yes,,,1,
106430883,SANTA CLARA VALLEY MEDICAL CENTER,Yes,Open,Level I & Level II - Ped,YES,28,15,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,City and/or County,General Medical / Surgical,Level II,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,216,6,2582,16,22718,158,18806,3666,7726,8309,52048,12155,64203,24,42492,1843,Yes,24,27,30,16,15,19,10,22,15,18,22,25,243,2014,Responder,222,2598,22876,22472,16035,0,Santa Clara,Level I,1,,,,,1,Comprehensive,Yes,,,1,
106430883,SANTA CLARA VALLEY MEDICAL CENTER,Yes,Open,Level I & Level II - Ped,YES,28,15,18,183j,,07 - Santa Clara,Santa Clara,General Acute Care,City and/or County,General Medical / Surgical,Level II,Comprehensive,Comprehensive,YES,,YES,,YES,,YES,,YES,,YES,,YES,,312,4,6047,17,21929,300,23033,5365,9375,12552,60696,18238,78934,24,31699,5425,Yes,58,41,34,39,71,52,36,24,27,20,30,19,451,2013,Responder,316,6064,22229,28398,21927,0,Santa Clara,Level I,1,,,,,1,Comprehensive,Yes,,,1,
106430905,STANFORD HEALTH CARE,Yes,Open,Level I & Level I - Ped,YES,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,Level I,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,45,0,3740,15,13451,612,14727,4282,3907,3339,35870,8248,44118,47,0,460,Yes,41,26,25,17,36,33,18,21,17,20,17,17,288,2017,Responder,45,3755,14063,19009,7246,0,Santa Clara,Level I,1,,,,,1,Basic,Yes,,1,,
106430905,STANFORD HEALTH CARE,Yes,Open,Level I & Level II - Ped,YES,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,Level II,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,15,1,4064,25,12850,531,13615,3751,4196,3592,34740,7900,42640,54,16,320,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,16,4089,13381,17366,7788,0,Santa Clara,Level I,1,,,,,1,Basic,Yes,,1,,
106430905,STANFORD HEALTH CARE,Yes,Open,Level I & Level II - Ped,YES,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,Level II,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,72,3,8042,27,20882,471,19650,4638,6491,4654,55137,9793,64930,54,51,389,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,75,8069,21353,24288,11145,0,Santa Clara,Level I,1,,,,,1,Basic,Yes,,1,,
106430905,STANFORD HOSPITAL,Yes,Open,Level I & Level II - Ped,YES,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,Level II,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,67,0,7630,22,18782,4417,7417,6399,17774,391,51670,11229,62899,54,94,417,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,67,7652,23199,13816,18165,0,Santa Clara,Level I,1,,,,,1,Basic,Yes,,1,,
106430905,STANFORD HOSPITAL,Yes,Open,Level I & Level II - Ped,YES,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,Level II,Basic,Basic,YES,,YES,,YES,,YES,,YES,,YES,,YES,,6,0,5782,13,15681,170,18379,4441,6765,6331,46613,10955,57568,54,88,518,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,6,5795,15851,22820,13096,0,Santa Clara,Level I,1,,,,,1,Basic,Yes,,1,,
106430915,MISSION OAKS HOSPITAL,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106430915,MISSION OAKS HOSPITAL,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106430915,MISSION OAKS HOSPITAL,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106430915,MISSION OAKS HOSPITAL,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106430915,MISSION OAKS HOSPITAL,Yes,Open,,NO,41,25,32,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,General Medical / Surgical,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,Yes,Open,,NO,29,17,19,183i,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,,YES,,15086,10,10822,10,7037,50,19669,952,6561,4972,59175,5994,65169,29,0,111,Yes,101,35,27,26,40,21,6,2,3,7,6,22,296,2017,Responder,15096,10832,7087,20621,11533,0,,N/A,,,,,1,,Basic,Yes,,1,,
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,Yes,Open,,NO,29,17,19,183i,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,,YES,,13481,69,10964,5,6107,34,19337,1066,6708,3812,56597,4986,61583,25,0,118,Yes,15,20,19,18,6,9,24,15,16,18,32,63,255,2016,Responder,13550,10969,6141,20403,10520,0,,N/A,,,,,1,,Basic,Yes,,1,,
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,Yes,Open,,NO,29,17,19,183i,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,,YES,,17764,11,7851,4,6485,36,17333,1284,5349,4487,54782,5822,60604,25,0,438,Yes,36,21,13,29,12,6,3,16,20,5,11,16,188,2015,Responder,17775,7855,6521,18617,9836,0,,N/A,,,,,1,,Basic,Yes,,1,,
106431506,KAISER FND HOSP - SAN JOSE,Yes,Open,,NO,29,17,19,183i,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,,YES,,18740,1,5474,8,6666,60,15126,1549,4608,4215,50614,5833,56447,28,0,415,Yes,5,4,0,1,5,4,2,12,15,8,12,33,101,2014,Responder,18741,5482,6726,16675,8823,0,,N/A,,,,,1,,Basic,Yes,,1,,
106431506,KAISER FND HOSP - SAN JOSE,Yes,Open,,NO,29,17,19,183i,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,0,Basic,Basic,YES,,YES,,,YES,YES,,YES,,,,YES,,18889,0,6252,18,10476,288,10633,3695,895,2104,47145,6105,53250,28,0,383,Yes,6,4,1,0,1,2,2,0,0,0,0,3,19,2013,Responder,18889,6270,10764,14328,2999,0,,N/A,,,,,1,,Basic,Yes,,1,,
106434040,LUCILE PACKARD CHILDRENS HOSPITAL STANFORD,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106434040,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106434040,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106434040,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,Yes,Open,,NO,24,13,18,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106434040,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,Yes,Open,,NO,5,12,16,183a,,07 - Santa Clara,Santa Clara,General Acute Care,Non-Profit Corporation (incl. Church-related),Pediatric,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,Long-Term Care (SN/IC),0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
106434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,Yes,Open,,NO,28,15,18,183m,,07 - Santa Clara,Santa Clara,General Acute Care,Investor - Corporation,Long-Term Care (SN/IC),0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Responder,0,0,0,0,0,0,,N/A,,,,,1,,None,No,1,,,
